,Frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
486,487,509.0,570.0,1435,959,349,1050,501,511,609,219,1084,566,1698,497,527.0,496.0,657,84,280.0,194.0,1493,265,1360,188,636,49,1310,933,1138,669,344,672,506,63,1219,334,389,63,1440,927,136,661
487,488,508.0,569.0,1436,960,348,1050,502,514,609,219,1084,565,1697,496,527.0,496.0,658,83,280.0,194.0,1495,265,1360,189,636,48,1309,931,1138,669,343,671,507,62,1220,334,389,64,1440,926,136,662
488,489,508.0,570.0,1436,960,348,1049,503,514,609,220,1085,566,1698,495,528.0,496.0,659,83,280.0,194.0,1494,264,1360,190,635,49,1309,931,1138,668,344,671,506,61,1222,335,387,63,1440,926,136,662
489,490,509.0,570.0,1435,959,349,1050,501,514,610,219,1084,566,1698,494,526.0,497.0,658,83,279.0,193.0,1494,265,1360,189,635,48,1309,932,1139,667,345,671,506,62,1222,336,388,62,1440,926,137,663
490,491,508.0,570.0,1435,960,348,1048,502,513,610,219,1084,566,1697,494,527.0,496.0,659,83,279.0,193.0,1494,264,1360,189,635,48,1309,931,1138,667,345,672,507,60,1221,336,388,62,1440,927,136,662
491,492,509.0,570.0,1434,959,348,1048,502,513,610,219,1085,567,1697,494,527.0,497.0,659,82,280.0,193.0,1495,266,1360,189,636,49,1311,930,1140,666,346,671,505,60,1222,336,388,62,1440,927,137,662
492,493,507.0,570.0,1435,959,348,1046,502,513,610,219,1084,568,1698,494,527.0,496.0,658,82,279.0,192.0,1494,266,1359,187,636,49,1309,930,1140,666,346,671,506,60,1222,336,388,63,1439,927,136,662
493,494,508.0,570.0,1436,959,348,1047,501,513,610,219,1084,568,1698,494,527.0,496.0,660,82,279.0,193.0,1492,267,1359,189,636,49,1310,931,1138,666,347,672,505,60,1222,336,387,62,1441,926,135,663
494,495,507.0,569.0,1436,960,348,1047,502,513,610,219,1084,566,1698,494,527.0,496.0,659,81,280.0,193.0,1492,267,1360,189,636,49,1308,931,1138,666,346,671,507,59,1222,333,388,61,1440,927,135,664
495,496,508.0,569.0,1436,960,347,1046,501,513,610,219,1084,566,1697,494,526.0,496.0,660,80,278.0,193.0,1492,268,1358,188,636,50,1308,931,1137,667,347,671,507,59,1223,333,387,61,1440,926,137,663
496,497,509.0,569.0,1436,960,347,1046,501,513,611,220,1084,565,1698,493,525.0,496.0,659,80,278.0,193.0,1491,269,1359,189,635,50,1308,931,1138,667,347,671,507,59,1222,334,388,61,1440,926,136,663
497,498,509.0,570.0,1436,960,346,1046,500,512,610,219,1084,566,1696,495,525.0,495.0,660,79,278.0,193.0,1492,268,1360,189,636,50,1307,931,1137,666,347,671,508,60,1222,334,388,61,1440,926,137,663
498,499,509.0,570.0,1436,961,345,1046,500,513,610,219,1084,565,1696,495,524.0,494.0,658,79,279.0,192.0,1492,267,1359,190,635,51,1306,931,1137,668,347,671,508,61,1221,334,388,61,1441,926,138,663
499,500,510.0,570.0,1435,961,345,1045,501,513,610,220,1083,565,1697,495,526.0,493.0,659,79,278.0,193.0,1491,266,1359,190,637,50,1304,930,1136,667,347,671,508,60,1222,333,388,60,1440,925,137,662
500,501,510.0,569.0,1435,961,345,1045,499,513,610,219,1085,565,1697,494,524.0,494.0,659,78,279.0,192.0,1491,265,1359,191,636,51,1305,931,1136,668,348,670,509,60,1222,332,387,60,1441,926,136,662
501,502,509.0,571.0,1436,961,344,1046,499,514,610,219,1086,564,1697,495,523.0,493.0,658,79,278.0,193.0,1491,266,1359,191,635,52,1304,931,1136,667,348,671,508,60,1221,332,388,60,1440,926,135,662
502,503,509.0,569.0,1436,960,344,1046,499,513,609,219,1086,565,1697,495,524.0,494.0,659,79,277.0,191.0,1490,265,1360,191,637,51,1304,933,1136,667,347,671,507,61,1220,333,388,61,1442,925,136,662
503,504,509.0,570.0,1435,960,344,1046,499,512,609,220,1087,564,1697,495,524.0,493.0,659,78,278.0,192.0,1491,265,1361,191,636,51,1303,933,1137,665,347,671,508,60,1220,334,388,60,1440,926,136,662
504,505,509.0,570.0,1436,960,345,1044,499,511,609,219,1086,564,1697,495,524.0,494.0,658,78,277.0,192.0,1494,266,1361,192,637,51,1304,934,1136,665,347,671,507,60,1220,332,389,60,1441,926,134,661
505,506,510.0,569.0,1437,958,345,1046,499,513,608,219,1087,564,1697,495,524.0,494.0,659,79,277.0,191.0,1493,266,1362,192,636,51,1303,934,1137,666,348,670,507,60,1220,332,388,60,1440,924,136,658
506,507,509.0,569.0,1436,958,345,1045,500,512,607,219,1087,564,1698,495,525.0,492.0,658,78,278.0,192.0,1493,266,1362,191,636,51,1303,934,1136,666,347,671,508,60,1220,331,388,61,1439,925,135,659
507,508,510.0,569.0,1437,956,346,1045,499,513,607,219,1087,564,1698,495,525.0,492.0,657,79,278.0,192.0,1495,265,1363,192,637,52,1303,932,1136,666,347,670,508,61,1219,329,388,60,1440,925,136,660
508,509,510.0,569.0,1436,956,346,1045,498,512,607,219,1087,564,1698,495,525.0,493.0,657,79,279.0,191.0,1495,265,1363,193,637,52,1302,932,1137,666,347,670,507,59,1219,329,389,60,1439,925,135,659
509,510,510.0,570.0,1437,956,346,1045,499,512,607,220,1087,562,1697,495,525.0,493.0,657,79,278.0,191.0,1497,264,1364,193,637,53,1302,931,1137,667,348,669,507,60,1220,328,389,60,1440,926,135,660
510,511,510.0,570.0,1435,956,347,1045,497,512,606,219,1087,562,1697,496,526.0,494.0,657,79,278.0,192.0,1498,266,1362,195,637,53,1301,931,1136,668,347,668,508,60,1220,329,388,59,1440,925,137,660
511,512,511.0,569.0,1437,956,347,1045,496,511,607,220,1087,562,1698,496,525.0,493.0,658,79,278.0,192.0,1497,265,1363,194,636,53,1300,930,1138,667,347,668,507,61,1219,329,389,60,1440,926,136,659
512,513,511.0,570.0,1436,955,347,1047,497,512,607,221,1086,562,1698,496,526.0,493.0,658,78,278.0,191.0,1498,266,1362,193,636,53,1300,931,1138,666,347,667,507,59,1219,329,389,59,1440,927,136,660
513,514,511.0,569.0,1436,955,347,1047,496,512,607,222,1086,561,1697,496,525.0,495.0,659,79,277.0,191.0,1498,265,1362,195,637,52,1301,931,1137,667,350,668,507,60,1220,332,388,60,1440,926,136,661
514,515,512.0,570.0,1436,955,348,1047,496,512,607,222,1086,561,1697,495,525.0,494.0,659,78,278.0,191.0,1500,264,1363,195,637,51,1300,931,1137,667,349,668,507,60,1220,332,389,59,1440,926,135,661
515,516,512.0,568.0,1436,955,349,1047,496,511,608,222,1086,561,1698,495,525.0,494.0,659,78,278.0,191.0,1501,263,1363,196,637,52,1301,931,1138,667,348,667,508,59,1220,331,389,58,1440,925,136,659
516,517,512.0,569.0,1436,956,349,1047,496,511,607,223,1085,559,1697,496,524.0,494.0,659,78,278.0,192.0,1497,262,1364,195,637,51,1301,931,1137,668,348,667,509,61,1222,332,388,60,1440,926,136,660
517,518,512.0,569.0,1437,956,348,1047,496,511,608,222,1085,558,1697,497,525.0,494.0,660,78,279.0,192.0,1497,261,1364,195,638,50,1301,930,1136,667,348,666,508,59,1221,330,388,58,1440,927,137,659
518,519,511.0,569.0,1437,955,349,1047,494,511,608,223,1085,559,1698,496,525.0,495.0,660,77,278.0,192.0,1498,261,1365,195,637,51,1302,930,1137,667,348,666,508,59,1219,331,388,59,1440,926,137,659
519,520,512.0,569.0,1437,956,349,1046,495,510,608,221,1084,558,1697,496,523.0,494.0,661,78,278.0,193.0,1498,260,1365,196,637,51,1302,931,1136,668,347,666,508,59,1221,329,387,57,1440,926,137,660
520,521,510.0,568.0,1437,956,349,1047,494,510,609,221,1085,558,1698,496,524.0,494.0,660,77,278.0,192.0,1499,260,1365,198,636,52,1303,930,1135,669,347,666,507,60,1220,329,387,57,1440,927,136,661
521,522,512.0,568.0,1435,955,349,1045,493,510,609,220,1084,561,1698,497,524.0,494.0,662,78,279.0,192.0,1499,260,1366,198,637,50,1301,931,1135,670,347,666,508,60,1218,330,387,59,1440,927,137,659
522,523,511.0,568.0,1435,955,349,1044,494,511,609,221,1084,561,1698,496,524.0,492.0,661,79,279.0,194.0,1498,261,1365,197,637,52,1302,931,1135,669,348,666,506,60,1219,330,387,58,1440,927,137,660
523,524,512.0,568.0,1436,954,350,1045,493,511,610,221,1084,563,1698,497,524.0,493.0,661,78,278.0,194.0,1498,260,1365,199,638,50,1302,929,1135,670,347,667,507,60,1219,330,387,57,1440,926,138,659
524,525,512.0,567.0,1436,954,349,1044,493,510,610,222,1085,564,1699,498,525.0,493.0,661,79,279.0,193.0,1500,261,1364,199,638,51,1302,930,1134,669,348,666,508,58,1218,328,388,57,1440,926,138,660
525,526,510.0,567.0,1435,954,350,1044,494,511,609,222,1084,565,1699,499,525.0,493.0,662,78,279.0,194.0,1499,263,1364,197,639,51,1303,930,1135,667,347,667,508,59,1218,328,388,56,1440,927,138,659
526,527,511.0,567.0,1436,954,350,1045,495,511,607,222,1085,564,1698,499,525.0,493.0,661,78,279.0,193.0,1502,262,1363,197,637,51,1304,931,1135,667,347,666,508,59,1218,326,387,57,1439,926,138,660
527,528,511.0,567.0,1436,954,351,1045,493,509,609,220,1084,563,1699,498,524.0,493.0,661,78,278.0,193.0,1502,262,1363,196,638,50,1304,931,1136,666,347,667,508,59,1219,327,387,58,1439,927,137,660
528,529,511.0,567.0,1436,954,350,1045,494,509,609,221,1085,566,1699,500,525.0,493.0,662,78,280.0,193.0,1502,263,1363,197,637,50,1304,932,1136,666,348,666,508,58,1219,327,387,57,1439,926,138,660
529,530,510.0,568.0,1437,953,350,1045,494,509,609,222,1084,564,1698,499,524.0,494.0,663,77,280.0,194.0,1501,262,1364,197,637,50,1304,930,1137,666,348,667,508,59,1218,328,387,57,1439,927,138,659
530,531,510.0,567.0,1437,954,351,1045,494,507,609,221,1085,564,1699,499,524.0,494.0,661,78,279.0,194.0,1502,262,1364,197,637,50,1303,930,1136,667,348,667,509,58,1218,327,387,56,1439,927,138,660
531,532,509.0,566.0,1435,953,350,1045,494,508,611,220,1085,565,1699,498,525.0,495.0,662,78,279.0,195.0,1502,264,1364,198,638,51,1304,930,1137,666,348,667,508,59,1218,328,386,57,1439,927,138,659
532,533,510.0,566.0,1436,954,350,1044,494,507,611,220,1085,564,1699,498,524.0,495.0,662,77,280.0,193.0,1499,262,1364,199,639,50,1305,931,1138,665,348,668,508,58,1216,327,386,58,1439,927,138,659
533,534,509.0,566.0,1436,955,350,1043,495,507,612,221,1087,564,1699,498,523.0,494.0,664,77,281.0,194.0,1500,264,1363,200,638,51,1305,930,1138,665,348,668,508,58,1215,326,386,57,1439,927,138,659
534,535,509.0,565.0,1435,955,350,1044,495,507,612,220,1086,564,1698,499,523.0,494.0,664,78,281.0,194.0,1500,263,1364,200,637,50,1306,929,1138,664,348,668,508,59,1215,327,386,57,1438,926,138,659
535,536,510.0,565.0,1435,955,351,1044,495,508,612,222,1085,565,1698,498,523.0,494.0,662,78,280.0,193.0,1499,264,1364,201,638,51,1307,929,1136,663,347,668,508,57,1215,326,386,57,1439,926,138,661
536,537,510.0,565.0,1435,955,351,1044,496,508,613,221,1085,566,1698,498,523.0,495.0,663,77,280.0,193.0,1498,266,1363,200,638,50,1306,930,1137,664,347,668,507,57,1215,328,386,56,1438,926,137,662
537,538,509.0,563.0,1435,955,352,1044,495,508,611,222,1084,565,1697,499,523.0,495.0,664,78,280.0,194.0,1498,264,1364,198,638,50,1308,928,1136,664,348,668,506,57,1214,326,385,57,1439,927,137,661
538,539,509.0,563.0,1435,954,353,1045,496,508,612,220,1085,566,1698,498,523.0,495.0,664,78,280.0,193.0,1498,264,1364,199,637,50,1308,928,1135,665,347,668,507,55,1214,326,386,57,1439,927,136,662
539,540,508.0,564.0,1435,955,353,1044,496,508,612,218,1085,567,1697,499,522.0,494.0,664,77,280.0,192.0,1498,265,1364,198,636,50,1306,929,1136,665,347,667,508,56,1213,327,385,56,1439,927,136,661
540,541,508.0,563.0,1435,954,353,1044,497,508,612,219,1086,567,1699,499,520.0,494.0,664,78,279.0,192.0,1499,265,1363,199,637,49,1307,929,1137,665,347,668,509,55,1212,328,386,56,1439,926,135,662
541,542,509.0,564.0,1435,956,353,1043,496,507,611,218,1086,567,1699,500,520.0,494.0,663,77,279.0,192.0,1498,267,1363,199,638,49,1306,929,1137,665,347,667,509,55,1212,328,385,56,1438,926,134,662
542,543,508.0,563.0,1437,955,353,1042,497,509,611,219,1087,568,1699,500,520.0,495.0,663,77,278.0,192.0,1497,267,1363,199,637,48,1305,930,1137,666,347,667,508,55,1212,325,386,55,1439,927,134,661
543,544,509.0,564.0,1436,956,354,1041,496,508,612,219,1086,568,1698,500,520.0,495.0,664,77,280.0,192.0,1497,268,1363,199,637,48,1306,930,1137,666,348,668,509,54,1211,326,385,55,1438,926,134,662
544,545,508.0,565.0,1436,957,354,1041,497,509,611,219,1085,569,1698,499,520.0,494.0,664,76,280.0,193.0,1497,269,1362,200,637,47,1306,931,1136,668,347,667,509,55,1211,325,384,54,1439,926,134,662
545,546,508.0,565.0,1437,957,354,1041,496,509,611,220,1084,569,1697,499,519.0,495.0,664,75,278.0,192.0,1496,266,1362,199,638,46,1305,931,1137,666,347,668,509,54,1209,325,384,54,1438,927,135,662
546,547,509.0,565.0,1436,957,355,1042,497,509,612,219,1085,569,1697,497,520.0,495.0,664,76,278.0,193.0,1497,267,1362,200,640,46,1306,931,1136,668,347,667,509,55,1210,325,383,54,1439,926,135,661
547,548,508.0,565.0,1436,959,353,1042,497,510,612,220,1084,569,1698,499,520.0,496.0,664,75,277.0,192.0,1497,266,1361,201,640,45,1304,932,1136,667,346,667,509,55,1211,323,384,53,1439,926,134,660
548,549,508.0,565.0,1437,958,355,1041,496,508,612,221,1083,570,1697,498,520.0,494.0,663,76,278.0,193.0,1496,266,1359,201,641,46,1305,932,1134,667,347,666,508,55,1211,322,384,54,1439,927,134,662
549,550,508.0,564.0,1435,959,354,1042,495,509,611,221,1084,570,1699,498,519.0,494.0,663,76,277.0,193.0,1497,267,1358,201,641,45,1304,932,1134,665,347,668,509,54,1213,323,385,53,1439,927,135,661
550,551,508.0,564.0,1436,960,355,1043,495,507,612,221,1084,570,1698,499,520.0,494.0,663,75,278.0,194.0,1496,268,1360,201,640,46,1303,932,1136,666,347,668,509,56,1213,322,385,53,1439,927,135,661
551,552,509.0,565.0,1435,958,355,1043,494,507,611,222,1085,570,1699,498,520.0,494.0,663,76,277.0,193.0,1496,268,1359,201,641,46,1302,932,1135,665,345,668,508,55,1212,323,387,54,1439,926,135,661
552,553,509.0,565.0,1437,959,355,1043,494,507,611,220,1084,570,1698,499,521.0,494.0,663,76,279.0,193.0,1496,268,1361,201,641,46,1301,932,1137,664,345,668,508,55,1212,324,386,55,1439,925,134,661
553,554,509.0,564.0,1437,959,356,1043,494,506,611,221,1085,571,1698,499,520.0,493.0,663,76,277.0,193.0,1496,268,1360,200,641,46,1302,932,1138,664,344,668,508,55,1211,322,385,53,1438,926,134,661
554,555,508.0,565.0,1438,961,355,1043,493,506,610,220,1084,572,1698,498,520.0,493.0,664,76,278.0,193.0,1495,268,1361,199,642,46,1302,930,1139,663,344,669,508,56,1213,323,385,53,1439,927,134,661
555,556,509.0,564.0,1437,961,356,1043,494,507,610,220,1085,572,1698,497,519.0,494.0,663,77,278.0,193.0,1495,268,1361,199,641,46,1302,932,1141,664,344,668,507,56,1214,322,386,53,1439,926,135,662
556,557,508.0,565.0,1437,962,357,1043,493,507,610,218,1087,571,1699,498,519.0,493.0,664,77,279.0,193.0,1495,268,1359,198,642,46,1303,931,1141,665,344,668,509,56,1212,323,386,54,1439,926,133,661
557,558,509.0,565.0,1437,961,356,1045,493,507,610,219,1086,572,1698,498,518.0,493.0,663,77,279.0,194.0,1493,268,1359,199,640,46,1303,931,1142,665,344,669,508,56,1214,324,385,55,1438,926,132,661
558,559,508.0,565.0,1437,961,356,1044,493,507,610,219,1085,572,1698,498,518.0,493.0,663,77,281.0,194.0,1494,268,1358,200,642,46,1305,932,1141,665,343,670,508,56,1214,324,386,57,1439,927,133,660
559,560,508.0,565.0,1437,962,356,1044,494,508,610,218,1085,572,1698,498,518.0,494.0,663,77,280.0,194.0,1493,267,1357,200,641,45,1304,931,1141,665,344,670,508,56,1214,325,386,55,1439,926,134,660
560,561,508.0,566.0,1437,961,356,1045,492,509,610,219,1085,574,1698,497,516.0,494.0,662,76,281.0,194.0,1494,267,1358,201,641,46,1304,931,1142,666,344,671,507,57,1216,324,387,54,1439,927,133,660
561,562,507.0,566.0,1436,961,355,1044,494,507,611,219,1085,572,1698,498,517.0,493.0,663,77,279.0,194.0,1495,266,1357,201,641,46,1302,931,1141,666,344,672,507,57,1217,324,388,53,1439,927,134,661
562,563,507.0,566.0,1437,960,356,1045,493,509,612,219,1086,572,1697,499,517.0,494.0,662,77,280.0,193.0,1494,266,1356,202,641,46,1302,931,1142,667,344,672,507,58,1217,324,388,53,1439,926,132,660
563,564,506.0,568.0,1437,960,356,1043,494,509,612,219,1086,573,1697,500,516.0,494.0,663,78,281.0,193.0,1495,265,1357,202,642,46,1302,931,1141,668,344,672,507,58,1218,322,389,51,1438,927,132,660
564,565,506.0,567.0,1437,959,355,1044,494,508,612,220,1086,573,1698,499,517.0,494.0,664,78,280.0,192.0,1495,264,1357,203,643,46,1304,932,1141,667,344,673,508,57,1217,320,388,52,1439,926,132,660
565,566,506.0,566.0,1438,959,355,1044,494,507,613,220,1085,573,1697,499,517.0,494.0,663,78,279.0,193.0,1494,264,1357,202,642,46,1304,931,1141,667,342,673,507,58,1216,320,388,52,1439,927,132,658
566,567,507.0,566.0,1438,959,355,1044,495,508,613,219,1086,573,1698,498,518.0,494.0,664,78,281.0,192.0,1496,263,1358,201,642,46,1305,931,1141,668,342,672,506,57,1217,319,388,52,1439,925,133,658
567,568,506.0,566.0,1439,960,354,1044,495,508,613,219,1085,574,1698,499,518.0,494.0,664,77,280.0,192.0,1498,263,1359,202,642,46,1305,931,1141,668,343,673,506,57,1217,320,387,52,1439,926,132,659
568,569,506.0,566.0,1438,959,354,1042,495,506,613,220,1087,575,1698,498,518.0,493.0,665,78,281.0,193.0,1498,263,1359,201,642,46,1304,932,1140,669,343,672,506,57,1216,319,387,51,1439,926,133,660
569,570,507.0,566.0,1439,961,355,1043,494,507,613,219,1088,576,1700,499,518.0,494.0,665,78,280.0,192.0,1497,262,1360,201,643,47,1304,931,1140,668,342,673,505,56,1217,319,388,52,1439,926,133,659
570,571,507.0,565.0,1438,960,353,1042,493,506,614,219,1087,575,1700,498,517.0,494.0,665,77,281.0,193.0,1498,262,1360,200,642,46,1305,931,1141,669,342,673,504,56,1219,317,388,52,1439,925,132,660
571,572,507.0,565.0,1439,960,353,1042,493,505,614,218,1088,575,1700,497,517.0,493.0,666,77,281.0,193.0,1497,262,1360,200,642,46,1304,930,1141,668,341,673,505,56,1219,318,387,51,1439,925,133,660
572,573,506.0,565.0,1439,959,353,1042,492,506,614,219,1088,575,1701,498,517.0,494.0,666,79,280.0,194.0,1497,261,1359,199,643,47,1304,930,1142,668,341,673,505,55,1219,318,388,52,1440,926,132,660
573,574,507.0,564.0,1439,960,353,1043,492,506,614,218,1087,574,1699,497,516.0,493.0,666,78,280.0,193.0,1498,261,1358,201,642,46,1305,931,1142,667,340,673,507,56,1219,318,387,51,1440,926,134,661
574,575,507.0,564.0,1438,959,353,1042,492,507,615,218,1088,573,1700,497,515.0,494.0,667,78,281.0,194.0,1496,259,1360,201,643,46,1305,932,1140,667,340,674,506,55,1220,319,386,51,1440,926,133,661
575,576,507.0,562.0,1440,960,352,1042,492,506,614,217,1088,571,1700,497,517.0,493.0,666,78,280.0,194.0,1496,260,1357,202,641,47,1307,933,1142,667,341,675,506,55,1219,320,386,51,1440,926,135,662
576,577,508.0,563.0,1439,959,351,1043,491,506,613,217,1087,571,1701,497,516.0,493.0,666,77,279.0,193.0,1497,260,1358,198,641,47,1307,934,1141,667,340,675,507,55,1219,318,384,50,1439,926,134,662
577,578,508.0,562.0,1438,959,350,1043,492,506,614,218,1087,572,1701,497,517.0,493.0,667,78,280.0,193.0,1496,258,1358,200,640,47,1308,933,1141,667,340,675,507,56,1218,318,385,51,1439,926,133,663
578,579,508.0,563.0,1439,960,351,1043,491,505,613,218,1087,572,1701,497,516.0,494.0,666,78,280.0,195.0,1497,258,1359,201,640,46,1308,934,1141,667,340,676,507,55,1220,320,385,51,1438,926,132,661
579,580,509.0,563.0,1438,959,350,1043,493,506,613,217,1087,571,1702,497,517.0,493.0,667,78,280.0,194.0,1497,258,1359,200,640,46,1308,933,1140,667,340,675,507,56,1220,318,386,51,1440,926,133,661
580,581,508.0,562.0,1438,959,351,1043,492,507,614,218,1087,572,1702,497,517.0,494.0,667,76,280.0,195.0,1497,258,1358,201,639,46,1307,933,1141,667,340,676,508,56,1219,319,387,52,1440,926,133,660
581,582,509.0,563.0,1438,959,350,1042,493,506,613,218,1088,571,1702,496,516.0,495.0,666,77,280.0,194.0,1497,259,1358,202,640,45,1307,933,1141,667,339,675,507,57,1220,318,388,51,1439,927,132,659
582,583,509.0,563.0,1438,959,351,1042,495,507,614,218,1088,572,1702,496,516.0,493.0,666,76,280.0,194.0,1497,256,1359,203,640,45,1307,931,1140,667,340,677,508,56,1220,319,388,51,1440,927,132,659
583,584,509.0,563.0,1438,960,350,1042,492,507,613,217,1088,572,1703,496,516.0,493.0,665,76,280.0,194.0,1496,255,1357,204,641,45,1308,931,1141,666,338,675,508,56,1222,319,388,51,1439,927,133,659
584,585,508.0,562.0,1438,960,352,1041,493,505,613,218,1088,571,1703,494,516.0,494.0,665,75,281.0,194.0,1498,254,1358,205,640,45,1308,930,1139,665,338,676,508,56,1221,320,388,51,1439,927,132,658
585,586,508.0,562.0,1437,959,352,1042,491,507,614,217,1089,571,1703,495,515.0,494.0,665,75,282.0,194.0,1496,253,1359,205,640,45,1308,930,1139,665,338,676,509,55,1220,319,388,51,1439,926,132,657
586,587,507.0,563.0,1438,959,353,1042,491,507,614,217,1089,571,1702,495,516.0,494.0,665,74,281.0,193.0,1497,254,1360,206,640,47,1307,929,1138,666,338,676,509,56,1219,320,388,51,1439,926,133,658
587,588,507.0,562.0,1437,958,352,1040,491,508,614,218,1090,570,1702,494,515.0,494.0,666,75,281.0,193.0,1496,255,1359,208,640,47,1307,929,1138,666,337,677,508,55,1220,320,387,51,1439,927,133,656
588,589,507.0,563.0,1436,959,352,1042,491,509,614,218,1089,570,1701,495,516.0,494.0,665,75,281.0,193.0,1495,255,1359,206,640,47,1307,930,1139,666,338,676,508,54,1219,318,388,51,1439,927,134,654
589,590,506.0,563.0,1438,959,353,1042,492,508,615,218,1090,569,1702,495,516.0,493.0,665,75,281.0,193.0,1495,254,1360,207,640,47,1308,930,1139,666,337,675,508,57,1218,321,390,51,1440,926,132,657
590,591,507.0,563.0,1438,961,354,1042,492,508,615,219,1089,570,1701,495,517.0,493.0,667,75,282.0,194.0,1494,254,1359,207,642,47,1309,930,1140,667,338,676,508,55,1218,320,390,51,1440,927,134,657
591,592,506.0,562.0,1437,959,353,1042,493,508,614,218,1089,569,1702,494,517.0,494.0,665,74,282.0,193.0,1493,255,1359,208,641,48,1307,930,1140,666,337,675,508,57,1216,322,389,51,1441,927,133,657
592,593,507.0,563.0,1437,961,353,1042,491,509,616,218,1089,569,1701,494,516.0,493.0,667,74,282.0,193.0,1493,256,1359,207,642,48,1309,928,1139,668,337,674,509,58,1217,322,389,51,1440,927,134,657
593,594,505.0,562.0,1437,960,352,1042,490,508,615,218,1088,570,1702,495,516.0,492.0,665,74,282.0,194.0,1492,255,1360,207,641,49,1309,929,1140,668,337,674,507,56,1215,322,390,50,1441,927,135,657
594,595,506.0,563.0,1437,961,353,1042,490,508,615,218,1088,569,1702,494,516.0,493.0,665,74,282.0,193.0,1493,255,1359,204,641,48,1309,928,1138,668,337,672,507,57,1216,322,389,49,1440,927,136,659
595,596,505.0,563.0,1437,960,352,1042,489,508,615,217,1089,570,1702,494,515.0,493.0,664,72,283.0,195.0,1493,256,1359,203,641,49,1309,927,1139,668,337,674,507,57,1213,323,389,49,1440,927,138,659
596,597,506.0,562.0,1436,961,351,1041,489,508,616,218,1089,570,1702,494,515.0,493.0,665,73,283.0,193.0,1493,257,1359,204,642,48,1310,927,1138,667,337,673,508,57,1214,322,389,48,1439,928,139,658
597,598,507.0,563.0,1437,959,351,1043,490,508,616,218,1090,570,1702,494,516.0,492.0,665,73,282.0,193.0,1493,256,1359,204,642,49,1310,929,1138,667,337,674,507,57,1214,322,390,47,1439,928,138,658
598,599,506.0,563.0,1437,960,351,1042,490,508,616,218,1089,570,1703,494,516.0,494.0,665,74,282.0,193.0,1493,257,1359,204,641,48,1309,928,1139,667,336,672,507,57,1214,323,389,47,1439,928,137,658
599,600,507.0,563.0,1437,960,351,1043,490,509,615,217,1090,570,1702,494,515.0,493.0,665,73,282.0,193.0,1494,256,1357,204,640,48,1309,928,1140,668,336,674,508,58,1215,325,389,48,1439,928,137,659
600,601,506.0,563.0,1437,960,352,1043,490,509,615,218,1090,571,1702,494,516.0,493.0,665,72,281.0,192.0,1494,257,1358,203,641,47,1307,927,1141,667,337,673,507,57,1214,325,391,47,1439,929,138,658
601,602,506.0,564.0,1437,960,352,1043,491,510,615,219,1090,570,1702,494,517.0,493.0,665,73,282.0,193.0,1495,259,1358,203,640,47,1308,927,1141,668,336,675,507,57,1214,324,389,49,1439,928,138,658
602,603,505.0,563.0,1437,961,353,1042,492,510,616,217,1089,571,1702,494,516.0,493.0,665,72,282.0,193.0,1494,259,1358,205,642,46,1307,928,1141,666,337,674,508,57,1212,323,390,48,1439,929,138,659
603,604,506.0,564.0,1438,961,353,1042,491,512,615,217,1089,570,1701,495,517.0,493.0,665,72,282.0,194.0,1495,259,1358,205,641,46,1306,928,1141,666,337,675,509,56,1213,323,388,47,1439,928,138,657
604,605,507.0,563.0,1437,960,354,1042,491,511,615,217,1089,570,1701,495,518.0,492.0,665,71,282.0,193.0,1494,259,1358,205,641,47,1308,926,1143,666,336,675,508,57,1211,324,389,47,1440,928,138,658
605,606,506.0,564.0,1437,961,355,1043,491,510,615,216,1088,572,1701,496,516.0,493.0,665,72,282.0,193.0,1495,259,1357,207,642,46,1308,927,1143,666,336,676,507,56,1212,322,388,47,1439,928,138,659
606,607,507.0,564.0,1437,959,354,1043,493,511,615,216,1090,573,1701,497,515.0,494.0,665,73,282.0,193.0,1494,259,1358,208,642,47,1308,925,1143,666,338,676,508,57,1211,322,389,46,1439,927,138,658
607,608,507.0,564.0,1437,960,356,1043,493,510,616,216,1090,573,1701,496,516.0,494.0,665,73,281.0,193.0,1496,258,1359,208,642,47,1310,927,1143,666,337,676,509,58,1212,323,388,46,1439,928,138,659
608,609,508.0,566.0,1437,960,355,1042,493,511,616,215,1091,574,1701,497,516.0,493.0,666,73,282.0,194.0,1496,258,1359,207,642,48,1308,927,1143,665,337,677,509,57,1211,324,389,46,1439,927,138,660
609,610,508.0,566.0,1437,959,355,1043,494,510,617,216,1092,574,1701,496,515.0,495.0,666,73,282.0,193.0,1496,258,1360,208,643,48,1309,927,1144,665,337,674,508,57,1210,321,388,48,1439,927,137,659
610,611,507.0,566.0,1438,960,356,1042,493,511,616,215,1093,575,1700,496,516.0,494.0,666,73,283.0,193.0,1497,257,1359,207,642,47,1310,927,1143,664,337,676,507,57,1211,321,388,46,1439,927,137,659
611,612,507.0,565.0,1437,959,356,1042,493,510,616,215,1093,574,1701,496,516.0,494.0,665,72,282.0,193.0,1497,257,1360,205,642,47,1312,927,1143,664,337,675,506,56,1210,322,389,47,1438,927,139,658
